上牌时间,表显里程,上牌地,迁入地为准,变速箱,排量,登记证为准,看车地址,年检到期,交强险,商业险到期,car_title,car_prices,car_newprices,car_url
2015-01,4.83万公里,徐州,国五,自动,1.6,2次过户,云龙,2019-1,2019-1,2019-1,斯柯达 昕动 2014款 1.6L 自动乐享版,¥5.90 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/0f1b88a5bcde28e2x.htm
2011-07,12.01万公里,徐州,国四,自动,2.0,1次过户,睢宁,2019-7,2019-8,2019-8,大众 帕萨特 2011款 2.0TSI DSG御尊版,¥9.90 万,新车指导价27.70万(含税),https://www.guazi.com/xuzhou/f9707e46e9911576x.htm
2015-02,6.19万公里,徐州,国五,自动,2.0,2次过户,云龙,2019-2,2019-1,已过期,奥迪A4L 2015款 35 TFSI 自动标准型,¥19.00 万,新车指导价34.00万(含税),https://www.guazi.com/xuzhou/73e35d9e3f268ccax.htm
2013-09,12.45万公里,南京,国四,自动,3.0,0次过户,睢宁,2019-9,2019-9,已过期,大众 途锐 2013款 3.0TSI X 十周年限量版(进口),¥38.00 万,新车指导价99.40万(含税),https://www.guazi.com/xuzhou/c6db9fbd808fc746x.htm
2010-12,7.02万公里,徐州,国四,自动,2.0,1次过户,云龙,2019-12,2019-1,2019-12,本田 雅阁 2011款 2.0L EX,¥8.00 万,新车指导价22.00万(含税),https://www.guazi.com/xuzhou/af4940c6ce33447dx.htm
2013-09,6.61万公里,徐州,国四,自动,2.0,1次过户,泉山,2019-9,2019-9,已过期,三菱 劲炫ASX 2013款 2.0L CVT四驱旗舰版,¥9.00 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/0e5ff6bbd6a35ccbx.htm
2016-12,3.74万公里,徐州,国五,自动,1.5,0次过户,鼓楼,2020-12,2019-12,已过期,别克 威朗 2017款 三厢 15S 自动领先型,¥8.50 万,新车指导价16.80万(含税),https://www.guazi.com/xuzhou/c216ef99df934e64x.htm
2015-09,5.6万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-9,2019-9,2019-9,长安 逸动 2014款 1.6L 手动豪华型,¥4.20 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/79c58138cbac1a18x.htm
2013-07,4.08万公里,淮南,国四,手动,1.5,1次过户,泉山,2019-7,2019-7,2019-7,别克 凯越 2013款 1.5L 手动经典型,¥3.70 万,新车指导价10.50万(含税),https://www.guazi.com/xuzhou/a8722cd11e2bc908x.htm
2011-06,13.26万公里,徐州,国四,自动,2.0,0次过户,沛县,2019-6,2019-4,2019-4,宝马3系 2011款 318i 领先型,¥11.60 万,新车指导价32.10万(含税),https://www.guazi.com/xuzhou/e9788228edfec9a0x.htm
2016-06,2.91万公里,徐州,国五,自动,1.5,0次过户,贾汪,2020-6,2019-6,已过期,江淮 瑞风S3 2016款 1.5L CVT豪华智能型,¥5.50 万,新车指导价9.20万(含税),https://www.guazi.com/xuzhou/ae0a0b895cadc82fx.htm
2015-08,4.49万公里,徐州,国四,手动,1.2,0次过户,睢宁,2019-8,2019-8,已过期,五菱荣光V 2015款 1.2L标准型,¥2.90 万,新车指导价5.30万(含税),https://www.guazi.com/xuzhou/cd7c71c4d9c6cf8fx.htm
2009-12,10.58万公里,徐州,国四,手动,1.6,0次过户,铜山,2018-12,2018-12,已过期,日产 骐达 2008款 1.6L 手动时尚型,¥3.55 万,新车指导价11.60万(含税),https://www.guazi.com/xuzhou/7a85bb2d26fb04cax.htm
2014-05,6.71万公里,徐州,国四,自动,1.6,2次过户,沛县,2020-5,2019-4,已过期,标致3008 2013款 1.6THP 自动至尚版,¥9.30 万,新车指导价23.30万(含税),https://www.guazi.com/xuzhou/9e648a3848361bc7x.htm
2011-06,7.1万公里,徐州,国四,手动,1.6,0次过户,云龙,2019-6,2019-5,2019-5,日产 骊威 2010款 劲锐版 1.6L 手动智能型,¥4.17 万,新车指导价11.20万(含税),https://www.guazi.com/xuzhou/6b41cf5fc34a9362x.htm
2013-04,7.3万公里,徐州,国四,自动,1.6,0次过户,鼓楼,2019-4,2019-3,2019-3,日产 轩逸 2012款 1.6XL CVT豪华版,¥7.50 万,新车指导价14.70万(含税),https://www.guazi.com/xuzhou/ee436cf2101f1700x.htm
2012-05,4.43万公里,徐州,国四,手动,1.6,0次过户,丰县,2019-5,2019-7,已过期,雪佛兰 科鲁兹 2012款 1.6L SE MT,¥4.80 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/54f2ff106219c5a8x.htm
2012-05,10.77万公里,徐州,国四,自动,2.0,1次过户,沛县,2019-5,2019-5,已过期,大众 途观 2012款 2.0TSI 自动四驱菁英版,¥12.50 万,新车指导价31.10万(含税),https://www.guazi.com/xuzhou/bca737db9eb569f4x.htm
2015-12,5.08万公里,徐州,国五,手动,1.4,0次过户,睢宁,2019-12,2018-12,2018-12,大众 凌渡 2015款 230TSI 手动风尚版,¥8.38 万,新车指导价15.80万(含税),https://www.guazi.com/xuzhou/112d50408ed23a93x.htm
2015-08,3.47万公里,徐州,国四,手动,1.8,0次过户,睢宁,2019-8,2019-7,已过期,北汽幻速S3 2014款 1.8L 尊贵型 国IV,¥3.99 万,新车指导价7.90万(含税),https://www.guazi.com/xuzhou/541776164361bc1ex.htm
2017-07,1.44万公里,徐州,国五,自动,2.0,0次过户,鼓楼,2019-7,2019-6,2019-6,众泰SR9 2017款 2.0T 自动极致之梦版,¥8.93 万,新车指导价17.60万(含税),https://www.guazi.com/xuzhou/9101971ff64a2d3cx.htm
2011-05,16.18万公里,徐州,国四,自动,3.0,3次过户,铜山,2018-5,2018-5,2018-5,凯迪拉克SRX 2011款 3.0L 旗舰型(进口),¥17.00 万,新车指导价62.70万(含税),https://www.guazi.com/xuzhou/e8a7e87a83c4a642x.htm
2018-06,1.03万公里,徐州,国五,自动,1.5,0次过户,鼓楼,2020-6,2019-6,2019-6,海马S5 2018款 1.5T CVT尊贵型,¥7.90 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/b5fe48a27ce3d229x.htm
2014-11,4.38万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2018-11,2018-11,2018-11,哈弗H2 2014款 1.5T 手动两驱尊贵版,¥5.30 万,新车指导价12.20万(含税),https://www.guazi.com/xuzhou/55114fc6b81584f5x.htm
2016-07,7.3万公里,徐州,国五,手动,1.6,0次过户,新沂,2020-7,2019-7,已过期,江淮 瑞风M3 2015款 创客版 1.6L 豪华智能型,¥5.20 万,新车指导价8.10万(含税),https://www.guazi.com/xuzhou/c4a980f2fa34fc36x.htm
2013-09,2.83万公里,徐州,国四,自动,2.0,0次过户,泉山,2019-9,2018-9,2018-9,大众 途观 2013款 2.0TSI 自动四驱旗舰版,¥17.00 万,新车指导价34.30万(含税),https://www.guazi.com/xuzhou/88e274fdc810c59cx.htm
2017-06,1.07万公里,徐州,国五,自动,1.6,1次过户,云龙,2019-6,2019-1,已过期,起亚K5 2016款 1.6T 自动LUX,¥12.80 万,新车指导价19.60万(含税),https://www.guazi.com/xuzhou/fe2100726ed6afbbx.htm
2013-03,6.72万公里,金华,国四,自动,2.0,1次过户,睢宁,2019-3,2019-5,2019-5,现代 索纳塔八 2011款 2.0L 自动豪华版,¥8.55 万,新车指导价20.60万(含税),https://www.guazi.com/xuzhou/3400596746b52d98x.htm
2016-11,3.38万公里,徐州,国五,自动,1.4,0次过户,邳州,2020-11,2019-11,2019-11,大众 凌渡 2017款 280TSI DSG舒适版,¥13.00 万,新车指导价20.00万(含税),https://www.guazi.com/xuzhou/c8a6417a234322b8x.htm
2015-09,2万公里,徐州,国四,手动,1.5,0次过户,云龙,2019-9,2019-8,2019-8,长城C30 2016款 1.5L 手动精英型,¥5.00 万,新车指导价7.70万(含税),https://www.guazi.com/xuzhou/1f6177fd2ce5c5fdx.htm
2010-05,8.28万公里,徐州,国四,自动,2.5,1次过户,新沂,2019-5,2019-5,已过期,沃尔沃C70 2010款 2.5T T5(进口),¥14.25 万,新车指导价71.70万(含税),https://www.guazi.com/xuzhou/a84ef40683169b23x.htm
2012-03,7.34万公里,徐州,国四,自动,2.0,1次过户,鼓楼,2019-3,2019-3,已过期,本田CR-V 2012款 2.0L 四驱经典版,¥11.40 万,新车指导价23.60万(含税),https://www.guazi.com/xuzhou/d979d40113840ddcx.htm
2017-04,2.55万公里,徐州,国五,自动,1.4,0次过户,邳州,2019-4,2019-4,已过期,大众 迈腾 2017款 280TSI DSG 舒适型,¥14.73 万,新车指导价20.60万(含税),https://www.guazi.com/xuzhou/f077e8fbe868dddax.htm
2018-12,0.04万公里,徐州,国五,自动,1.5,0次过户,贾汪,2020-12,2019-12,2019-12,大众 蔚领 2018款 1.5L 自动舒适型,¥13.00 万,新车指导价15.00万(含税),https://www.guazi.com/xuzhou/0f1ec9932d475cd7x.htm
2015-11,4.13万公里,徐州,国五,自动,1.5,0次过户,睢宁,2019-11,2019-10,2019-10,比亚迪 速锐 2015款 1.5L 自动豪华型,¥4.30 万,新车指导价9.40万(含税),https://www.guazi.com/xuzhou/f9a752f1c9e198a2x.htm
2015-05,5.28万公里,徐州,国五,自动,1.6,2次过户,丰县,2019-5,2019-5,2019-5,奔驰A级 2013款 A 180 时尚型(进口),¥15.00 万,新车指导价27.40万(含税),https://www.guazi.com/xuzhou/1685fee4680981c3x.htm
2011-12,14.33万公里,徐州,国四,自动,2.7,1次过户,丰县,2019-12,2018-11,已过期,丰田汉兰达 2009款 2.7L 两驱7座豪华版,¥13.80 万,新车指导价32.40万(含税),https://www.guazi.com/xuzhou/d6ddc9d1e10f2539x.htm
2018-08,0.03万公里,徐州,国五,自动,1.6,0次过户,睢宁,2020-8,2019-8,已过期,大众POLO 2016款 1.6L 自动舒适型,¥8.35 万,新车指导价11.30万(含税),https://www.guazi.com/xuzhou/65d6880547b3f6e8x.htm
2014-03,4.84万公里,徐州,国四,自动,2.0,0次过户,鼓楼,2020-7,2019-5,2019-5,宝马5系 2014款 525Li 豪华设计套装,¥29.80 万,新车指导价54.20万(含税),https://www.guazi.com/xuzhou/4e9ef621ec75978bx.htm
2016-10,6.25万公里,徐州,国五,手动,1.6,0次过户,新沂,2020-10,2019-10,已过期,一汽 森雅R7 2016款 1.6L 手动智能型,¥4.60 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/3c6c6dd686b90561x.htm
2013-10,4.76万公里,徐州,国四,自动,1.8,0次过户,新沂,2019-10,2018-10,2018-10,大众 帕萨特 2013款 1.8TSI DSG御尊版,¥12.00 万,新车指导价26.00万(含税),https://www.guazi.com/xuzhou/e30e2076c9e97f24x.htm
2018-01,0.54万公里,徐州,国五,自动,1.5,0次过户,新沂,2020-1,2019-1,已过期,比亚迪 秦 2017款 1.5T 尊贵型,¥11.20 万,新车指导价20.20万(含税),https://www.guazi.com/xuzhou/b46e0ef635f1147fx.htm
2017-07,5.67万公里,徐州,国四,自动,1.6,0次过户,新沂,2019-7,2019-7,已过期,现代 途胜 2015款 1.6T 双离合两驱智能型,¥12.20 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/9c0c56583fc021fax.htm
2013-11,9.62万公里,徐州,国四,自动,2.0,0次过户,鼓楼,2019-11,2019-10,2019-10,日产 天籁 2013款 2.0L XL舒适版,¥11.18 万,新车指导价20.20万(含税),https://www.guazi.com/xuzhou/e2c05e4bd4d04eabx.htm
2010-11,5.91万公里,徐州,国四,手动,1.5,0次过户,邳州,2018-11,2018-11,2018-11,比亚迪G3 2010款 1.5L 手动豪雅型GLX-i,¥1.80 万,新车指导价8.80万(含税),https://www.guazi.com/xuzhou/4abd3ac2360ba31bx.htm
2015-05,7.36万公里,徐州,国四,自动,1.6,0次过户,睢宁,2019-5,2019-5,已过期,大众 捷达 2015款 1.6L 自动豪华型,¥7.00 万,新车指导价12.90万(含税),https://www.guazi.com/xuzhou/0f241780c9fb4874x.htm
2014-09,4.91万公里,徐州,国四,自动,2.0,1次过户,云龙,2020-9,2019-8,2019-8,上汽大通 大通G10 2014款 2.0T 自动豪华版,¥9.50 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/a99bcecf41000d16x.htm
2013-04,11.18万公里,徐州,国四,手动,1.6,0次过户,鼓楼,2019-4,2019-4,2019-4,大众 桑塔纳志俊 2010款 1.6L 手动实尚型,¥4.35 万,新车指导价9.90万(含税),https://www.guazi.com/xuzhou/dce7656f2a94e480x.htm
2013-07,6.8万公里,徐州,国四,手动,2.0,0次过户,鼓楼,2019-7,2018-7,2018-7,传祺GS5 2012款 2.0L 手动两驱舒适版,¥5.48 万,新车指导价13.40万(含税),https://www.guazi.com/xuzhou/00c70b40202452c6x.htm
2018-01,2.35万公里,徐州,国五,自动,1.6,0次过户,新沂,2020-1,2019-1,已过期,大众 高尔夫 2016款 1.6L 自动时尚型,¥10.00 万,新车指导价14.50万(含税),https://www.guazi.com/xuzhou/db1f7f852b96295cx.htm
2013-01,7.15万公里,徐州,国四,自动,2.0,0次过户,泉山,2020-1,2019-11,已过期,大众 途观 2012款 2.0TSI 自动四驱旗舰版,¥15.00 万,新车指导价33.60万(含税),https://www.guazi.com/xuzhou/f65ee6078fddfe6ax.htm
2011-10,14.7万公里,徐州,国四,手动,2.0,0次过户,云龙,2019-10,2019-9,2019-11,现代 名驭 2009款 2.0L 手动豪华版GL,¥3.30 万,新车指导价13.20万(含税),https://www.guazi.com/xuzhou/9960ac1af699d8b1x.htm
2012-02,9.79万公里,徐州,国四,自动,3.0,0次过户,泉山,2019-2,2019-2,2019-2,凯迪拉克SRX 2012款 3.0L 精英型(进口),¥15.00 万,新车指导价51.00万(含税),https://www.guazi.com/xuzhou/329470e1614198d1x.htm
2015-11,3.9万公里,徐州,国五,自动,2.0,0次过户,云龙,2019-11,2019-10,已过期,比亚迪S7 2016款 2.0T 自动旗舰型,¥7.80 万,新车指导价15.20万(含税),https://www.guazi.com/xuzhou/c96f93e3d4622435x.htm
2017-06,3.71万公里,徐州,国五,自动,1.5,1次过户,云龙,2019-6,2019-6,2019-6,哈弗H6 2017款 经典版 1.5T 自动两驱都市型,¥7.79 万,新车指导价11.40万(含税),https://www.guazi.com/xuzhou/ab86ceae23d3b080x.htm
2014-04,8.71万公里,徐州,国四,自动,1.4,0次过户,新沂,2020-4,2019-4,已过期,起亚K2 2015款 三厢 1.4L AT GLS,¥5.00 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/1ba9e1bde6219011x.htm
2016-02,1.53万公里,徐州,国五,手动,1.4,3次过户,贾汪,2020-2,2019-1,已过期,大众POLO 2014款 1.4L 手动风尚版,¥5.38 万,新车指导价8.20万(含税),https://www.guazi.com/xuzhou/38fd77f3036c4cadx.htm
2014-11,7.71万公里,徐州,国四,手动,1.5,0次过户,云龙,2020-11,2019-10,已过期,五菱宏光 2014款 1.5L S舒适型,¥3.42 万,新车指导价7.10万(含税),https://www.guazi.com/xuzhou/03a8629bef430480x.htm
2014-07,3.13万公里,徐州,国四,自动,2.0,0次过户,鼓楼,2019-7,2019-7,已过期,吉利GX7 2013款 2.0L 自动进取型,¥4.20 万,新车指导价12.10万(含税),https://www.guazi.com/xuzhou/9f7426aca516b8dax.htm
2011-09,5.73万公里,徐州,国四,自动,1.6,0次过户,泉山,2018-9,2018-9,2018-9,马自达3 2010款 1.6L 自动经典精英型,¥4.90 万,,https://www.guazi.com/xuzhou/e6c6d3a7f7b3b720x.htm
2012-08,3.37万公里,徐州,国四,手动,1.6,0次过户,丰县,2019-8,2019-8,已过期,东风风神S30 2011款 1.6L 手动尊雅型,¥2.70 万,新车指导价8.20万(含税),https://www.guazi.com/xuzhou/761c177debaa0d94x.htm
2016-05,5.13万公里,渭南,国五,手动,1.5,0次过户,沛县,2020-5,2019-6,2019-6,长安商用 欧尚 2016款 1.5L 手动豪华型7座,¥4.30 万,新车指导价7.00万(含税),https://www.guazi.com/xuzhou/368035f03ebc97edx.htm
2015-10,6.75万公里,徐州,国四,手动,2.0,1次过户,邳州,2019-10,2019-10,已过期,东风风行 菱智 2014款 M5 Q7 2.0L 7座长轴舒适型,¥4.05 万,新车指导价8.90万(含税),https://www.guazi.com/xuzhou/7515e9665dfb32fex.htm
2015-02,3.72万公里,徐州,国五,手动,1.6,1次过户,沛县,2019-2,2019-12,2019-12,别克 英朗 2013款 GT 1.6L 手动进取版,¥7.30 万,新车指导价14.90万(含税),https://www.guazi.com/xuzhou/70b8eefd5e801feex.htm
2016-05,3.64万公里,苏州,国五,手动,1.6,0次过户,云龙,2020-5,2019-5,2019-5,福特 福克斯 2015款 两厢 1.6L 手动舒适型,¥7.00 万,新车指导价12.40万(含税),https://www.guazi.com/xuzhou/d319c09694121f44x.htm
2013-07,10.97万公里,徐州,国四,手动,1.4,0次过户,鼓楼,2019-7,2019-7,2019-7,大众POLO 2013款 1.4L 手动风尚版,¥4.45 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/612c32ce1b4bc759x.htm
2015-02,5.62万公里,徐州,国四,手动,1.5,0次过户,睢宁,2019-2,2019-12,已过期,五菱宏光 2014款 1.5L 基本型,¥2.80 万,新车指导价5.10万(含税),https://www.guazi.com/xuzhou/58ca59387612f230x.htm
2015-10,4.95万公里,徐州,国五,自动,1.6,0次过户,睢宁,2019-10,2018-10,2018-10,起亚KX3 2015款 1.6T 自动两驱PRM,¥8.60 万,新车指导价19.30万(含税),https://www.guazi.com/xuzhou/a6b8199738af1b39x.htm
2018-01,0.62万公里,徐州,国五,自动,1.6,0次过户,贾汪,2020-1,2018-12,2018-12,大众 朗逸 2017款 1.6L 自动舒适版,¥10.60 万,新车指导价14.90万(含税),https://www.guazi.com/xuzhou/f8276b99f2313033x.htm
2017-03,0.44万公里,徐州,国五,自动,2.4,2次过户,云龙,2019-3,2019-1,2019-1,雪佛兰 科帕奇 2017款 2.4L 四驱旗舰版 7座,¥12.60 万,新车指导价22.80万(含税),https://www.guazi.com/xuzhou/621cb9c71cf464dax.htm
2012-06,4.8万公里,徐州,国四,自动,3.0,2次过户,云龙,2019-6,2019-7,2019-7,凯迪拉克SRX 2011款 3.0L 旗舰型(进口),¥15.00 万,新车指导价62.70万(含税),https://www.guazi.com/xuzhou/9b1ba54839b65ce0x.htm
2015-01,11.34万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2019-1,2019-6,已过期,众泰Z500 2015款 1.5T 手动豪华型,¥3.20 万,新车指导价9.00万(含税),https://www.guazi.com/xuzhou/3360bfd622e6f391x.htm
2010-11,12.02万公里,徐州,国四,手动,1.6,1次过户,鼓楼,2018-11,2018-11,已过期,雪铁龙 世嘉 2011款 三厢 1.6L 手动舒适型,¥2.50 万,新车指导价13.10万(含税),https://www.guazi.com/xuzhou/f62e060701ff6a1ex.htm
2017-10,1.7万公里,徐州,国五,自动,2.0,0次过户,睢宁,2019-10,2019-2,已过期,马自达 阿特兹 2017款 2.0L 蓝天豪华版,¥16.00 万,新车指导价20.60万(含税),https://www.guazi.com/xuzhou/730647b9747f6a50x.htm
2018-03,3.78万公里,徐州,国五,自动,2.5,0次过户,沛县,2020-3,2019-3,2019-3,别克GL8 2017款 25S 豪华型,¥21.23 万,新车指导价27.10万(含税),https://www.guazi.com/xuzhou/de835fda60f57e86x.htm
2016-09,7.99万公里,徐州,国四,自动,1.6,0次过户,邳州,2020-9,2019-9,已过期,MINI Countryman 2014款 1.6L COOPER Fun,¥17.00 万,新车指导价30.00万(含税),https://www.guazi.com/xuzhou/558386733fdd8befx.htm
2017-06,3.34万公里,徐州,国五,自动,2.0,0次过户,邳州,2019-6,2019-6,已过期,奔驰GLC级 2017款 GLC 260 4MATIC 动感型,¥37.80 万,新车指导价46.60万(含税),https://www.guazi.com/xuzhou/1329ae6d548d4fb6x.htm
2013-08,12.75万公里,徐州,国四,自动,3.0,0次过户,丰县,2019-8,2019-8,已过期,宝马X5 2013款 xDrive35i 领先型(进口),¥33.90 万,新车指导价97.80万(含税),https://www.guazi.com/xuzhou/273f30cd3493f91cx.htm
2014-09,5.34万公里,徐州,国四,自动,1.4,0次过户,云龙,2020-9,2019-9,已过期,大众 尚酷 2013款 1.4TSI GTS(进口),¥12.00 万,新车指导价27.80万(含税),https://www.guazi.com/xuzhou/eec4b343c5cfed28x.htm
2009-10,25.37万公里,徐州,国四,自动,3.0,0次过户,泉山,2019-10,2019-5,2019-5,奔驰R级 2010款 R 300 L 商务型(进口),¥19.00 万,新车指导价64.90万(含税),https://www.guazi.com/xuzhou/6cda432dcadb73b7x.htm
2013-09,6.92万公里,徐州,国四,手动,1.4,0次过户,泉山,2019-9,2018-9,2018-9,菲亚特 菲翔 2012款 1.4T 手动悦享版,¥4.55 万,新车指导价11.80万(含税),https://www.guazi.com/xuzhou/a3dea9d2995ecfdax.htm
2017-03,2.08万公里,徐州,国五,自动,1.6,0次过户,睢宁,2019-3,2019-3,已过期,大众 高尔夫 2017款 1.6L 自动舒适百万辆纪念版,¥11.50 万,新车指导价15.70万(含税),https://www.guazi.com/xuzhou/885b9c2b74ee4aaax.htm
2016-04,6.16万公里,徐州,国五,自动,2.0,0次过户,新沂,2018-4,2018-4,2018-4,凯迪拉克XTS 2015款 28T 精英型,¥20.50 万,新车指导价40.20万(含税),https://www.guazi.com/xuzhou/8a2ebbb79d5dd12ex.htm
2018-02,1.46万公里,淮北,国五,自动,1.6,0次过户,泉山,2020-2,2019-2,2019-2,奔驰C级 2018款 C 180 L 时尚型运动版,¥29.00 万,新车指导价35.10万(含税),https://www.guazi.com/xuzhou/bb00ff7a77ef2e60x.htm
2015-07,6.97万公里,徐州,国四,手动,1.5,1次过户,邳州,2019-7,2018-8,已过期,马自达 昂克赛拉 2014款 三厢 1.5L 手动舒适型,¥6.60 万,新车指导价12.50万(含税),https://www.guazi.com/xuzhou/873d34435dfa924ax.htm
2013-05,11.05万公里,徐州,国四,自动,2.0,1次过户,贾汪,2019-5,2019-12,已过期,别克 君威 2012款 2.0L 舒适版,¥7.50 万,新车指导价20.20万(含税),https://www.guazi.com/xuzhou/b81741b114359ad8x.htm
2017-01,1.47万公里,徐州,国五,自动,1.6,0次过户,睢宁,2019-1,2019-1,2019-1,现代 途胜 2015款 1.6T 双离合两驱智能型,¥13.77 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/0598c5dba29c8383x.htm
2018-04,0.33万公里,徐州,国五,手动,1.4,0次过户,沛县,2020-4,2019-4,2019-4,现代 瑞纳 2017款 1.4L 手动焕新版,¥5.30 万,,https://www.guazi.com/xuzhou/2c1c7806db43ad24x.htm
2015-12,3.63万公里,徐州,国五,自动,1.0,0次过户,新沂,2019-12,2019-12,已过期,比亚迪F0 2015款 1.0L AMT 铉酷型,¥2.80 万,新车指导价4.80万(含税),https://www.guazi.com/xuzhou/61851f77559b6993x.htm
2017-05,1.24万公里,徐州,国五,自动,1.5,0次过户,新沂,2019-5,2019-5,已过期,别克 英朗 2017款 15N 自动进取型,¥8.20 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/c84fa7f08a3aba08x.htm
2017-09,3.14万公里,徐州,国五,自动,1.8,1次过户,沛县,2019-9,2019-9,2018-12,大众 途观L 2017款 330TSI 自动两驱旗舰版,¥21.60 万,新车指导价30.00万(含税),https://www.guazi.com/xuzhou/19d87b793426d84fx.htm
2012-08,12.48万公里,徐州,国四,自动,2.4,0次过户,睢宁,2019-3,2019-3,2019-3,别克 君越 2012款 2.4L SIDI豪华版,¥10.00 万,新车指导价29.90万(含税),https://www.guazi.com/xuzhou/2bad3dc6999a6ebex.htm
2010-01,6.11万公里,徐州,国四,手动,1.8,0次过户,沛县,2019-1,2019-1,2019-1,江淮 瑞风M2 2010款 1.8L MT豪华型,¥1.88 万,新车指导价8.60万(含税),https://www.guazi.com/xuzhou/91b49aa03210e4a9x.htm
2018-03,1.15万公里,徐州,国五,手动,1.6,0次过户,邳州,2020-3,2019-3,已过期,东风风行 菱智 2018款 M3L 1.6L 7座舒适型,¥5.60 万,新车指导价7.60万(含税),https://www.guazi.com/xuzhou/2e94bc934da1a483x.htm
2011-10,12.86万公里,徐州,国四,手动,2.0,0次过户,丰县,2019-10,2019-10,已过期,起亚 狮跑 2011款 2.0L 手动两驱版GLS,¥4.90 万,新车指导价18.90万(含税),https://www.guazi.com/xuzhou/9ec6f27662cec5dex.htm
2015-01,6.15万公里,徐州,国四,手动,1.5,0次过户,丰县,2019-1,2019-1,2019-1,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,¥5.57 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/66f92eda9048f175x.htm
2015-05,6.11万公里,徐州,国五,自动,1.6,1次过户,沛县,2019-5,2019-5,2019-5,日产 骐达 2014款 1.6L CVT智能型,¥8.05 万,新车指导价13.60万(含税),https://www.guazi.com/xuzhou/11ffc681b262594ex.htm
2015-12,2.73万公里,徐州,国四,手动,2.0,0次过户,贾汪,2019-12,2018-12,2018-12,众泰T600 2015款 家用版 2.0T 手动尊贵型,¥5.60 万,新车指导价11.60万(含税),https://www.guazi.com/xuzhou/10a23100910f028fx.htm
2014-04,11.76万公里,南京,国四,手动,1.4,0次过户,沛县,2020-4,2019-4,2019-4,雪佛兰 赛欧 2013款 三厢 1.4L 手动理想幸福版,¥2.66 万,新车指导价7.20万(含税),https://www.guazi.com/xuzhou/eb86987e643b6a4cx.htm
2015-04,4.93万公里,徐州,国五,自动,2.0,0次过户,鼓楼,2019-4,2019-4,2019-4,别克 君威 2015款 2.0L 领先时尚型,¥11.00 万,新车指导价19.40万(含税),https://www.guazi.com/xuzhou/7fc521f703f89a92x.htm
2016-09,2.79万公里,徐州,国五,手动,1.8,0次过户,泉山,2020-9,2019-9,2019-9,斯威X7 2016款 1.8L 手动豪华型 7座,¥6.00 万,新车指导价10.00万(含税),https://www.guazi.com/xuzhou/006c46247142f146x.htm
2015-09,5.17万公里,徐州,国四,自动,2.0,0次过户,睢宁,2019-9,2019-2,已过期,奇瑞 瑞虎5 2015款 2.0L CVT家悦版,¥6.00 万,新车指导价12.30万(含税),https://www.guazi.com/xuzhou/fba929086c808530x.htm
2014-01,7.64万公里,徐州,国四,自动,1.8,0次过户,睢宁,2020-1,2019-1,已过期,别克 英朗 2013款 GT 1.8L 自动时尚版,¥6.60 万,新车指导价17.90万(含税),https://www.guazi.com/xuzhou/76e2ce6e88377f37x.htm
2016-09,1.38万公里,徐州,国五,手动,1.8,0次过户,睢宁,2020-9,2019-9,已过期,宝骏560 2015款 1.8L 手动精英型,¥6.20 万,新车指导价9.10万(含税),https://www.guazi.com/xuzhou/0baee8166a4c047bx.htm
2016-10,3.26万公里,徐州,国五,手动,1.4,0次过户,鼓楼,2020-10,2019-10,2019-10,大众POLO 2016款 1.4L 手动风尚型,¥5.80 万,新车指导价8.20万(含税),https://www.guazi.com/xuzhou/d2ee033c550a18d1x.htm
2017-04,2.53万公里,徐州,国四,手动,2.8,0次过户,鼓楼,2019-4,2019-4,2019-4,福田 图雅诺 2015款 2.8T 商运版短轴4J28TC2,¥10.00 万,新车指导价11.90万(含税),https://www.guazi.com/xuzhou/b6d961aa4ce2d11cx.htm
2015-01,7.58万公里,徐州,国四,自动,2.0,0次过户,新沂,2019-1,2019-1,已过期,比亚迪S7 2015款 2.0T 自动尊贵型,¥8.00 万,新车指导价14.10万(含税),https://www.guazi.com/xuzhou/445ffeae2bd6f75dx.htm
2016-01,1.94万公里,宿迁,国四,手动,1.8,0次过户,睢宁,2020-1,2018-12,已过期,力帆X60 2015款 1.8L 手动豪华型 国IV,¥5.00 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/41e76391b57d46ddx.htm
